Unnamed: 0,comment_text,comment_party,comment_name,interrupted_speaker_party,interrupted_speaker,date,speech_id,preceding_context,sentiment
412251,"Da kommt noch mehr, keine Angst!",SPD,Michael Thews,DIE LINKE,Mohamed Ali,11/22/2022,187665,"nen müssen kurz, allgemein verständlich und leicht zugänglich sein. (Beifall bei der LINKEN) Aber das Gegenteil ist leider die Regel. Die Ampel glaubt ernsthaft, diesem wachsenden Problem mit gerade mal 100 000 Euro mehr für Verbraucherforschung Einhalt gebieten zu können. Wie soll das denn gehen? (",0
437053,"Sie hängen so in der Vergangenheit fest, Herr Heilmann!",GRÜNE,Lisa Badum,CDU/CSU,Thomas Heilmann,9/8/2023,195381,"ung fragen. Was ist das denn für eine Verwirrung? (Beifall bei der CDU/CSU – Zurufe der Abg. Lisa Badum [GRÜNE] und Christian Dürr [FDP]) Dann möchte ich mal deutlich das alte, von der Großen Koalition beschlossene Gebäudeenergiegesetz verteidigen. Wie möchte ich das verteidigen? Mit dem Ergebnis. (",0
157007,Deshalb nehmen Sie auch Zahnersatz heraus!,GRÜNE,Markus Kurth,CDU/CSU,Wolfgang Zöller,6/2/2005,72206,"tz [SPD]: Wir mussten das Urteil des Bundesverfassungsgerichts umsetzen!) Arm zu sein bedeutet in Deutschland aber nicht nur, weniger Geld zu haben. Es heißt auch, in einem schlechteren Gesundheitszustand zu sein und eine geringere Lebenserwartung zu haben als Personen mit einem höheren Einkommen. (",0
251325,Eben nicht!,SPD,Sönke Rix,SPD,Sonja Steffen,3/8/2012,112385," geben wird. Gleichzeitig hoffe ich, dass es für die handelnden Polizeibeamten hingegen Nachwirkungen geben wird, dass dort ermittelt und der Sachverhalt aufgeklärt wird. Aber ich frage: Darf und muss die Zivilcourage so weit gehen, dass uns Bundestagsabgeordneten ein Sonderstatus eingeräumt wird? (",1
46949,So ein Blödsinn!,SPD,<unknown>,FDP,Horst Friedrich,9/10/1996,30753,"ier  beklagt, daß die Ansätze für die Schiene gekürzt  worden sind. Wir haben jetzt ein Volumen, das tatsächlich verbaut werden kann. Es nützt kein Ansatz  von 10 Milliarden DM, wenn nur 7 Milliarden DM  umgesetzt werden können. Das ist ein Nullum, weil  es der Finanzminister dann wieder kassiert.  ",1
33901,Völlig zu  Recht!,CDU/CSU,Dr. Heiner Geißler,CDU/CSU,Maria Eichhorn,12/15/1994,21376,"zeiterwerbstätigkeit, während dagegen eine  Pflicht zur und ein Recht auf Familienarbeit nur für die  Frauen zu bestehen scheint. Aber auch viele Frauen  wollen ihren erlernten Beruf kontinuierlich ausüben.  Sie definieren den Beruf genauso wie die Männer als  wichtigen Teil ihrer Persönlichkeit.  (",2
235231,Wie beim Mindestlohn! Da gehen auch keine Arbeitsplätze verloren!,DIE LINKE,Matthias W. Birkwald,CDU/CSU,Gitta Connemann,4/14/2011,105780,"liert darauf eingegangen. Es kommt aber auch nicht auf die Zahl an. Es kommt darauf an, dass Sie suggerieren, es gäbe dadurch Billigkonkurrenz. Ohne Not; denn die Erfahrungen aus anderen Ländern, die ihre Arbeitsmärkte früher geöffnet haben, zeigen, dass diese Befürchtungen nicht eingetreten sind. (",0
353802,An Dummheit auch!,CDU/CSU,Dr. Georg Nüßlein,AfD,Marc Bernhard,9/10/2019,159912,"ustrieanlagen zerhackt. Vor diesem Hintergrund ist das Zitat Ihrer Fraktionsvorsitzenden Göring-Eckardt – „Wir wollen, dass … jede Biene und jeder Schmetterling und jeder Vogel in diesem Land weiß: Wir werden uns weiter für sie einsetzen“ – an Verlogenheit kaum zu überbieten. (Beifall bei der AfD – ",1
415693,Sie korrigieren sich doch permanent selbst! Das sagt alles über das Gesetz!,CDU/CSU,Thorsten Frei,FDP,Michael Kruse,12/15/2022,188714," dem Parlament seit vielen Wochen vorliegen, Sie die Gelegenheit hatten, sich ausgiebig mit dem Inhalt dieser Gesetze zu beschäftigen, (Thorsten Frei [CDU/CSU]: Aber nein! Das ist jetzt eine schwache Ausrede!) und wir als Koalition dann noch viele Verbesserungen an diesem Gesetz vorgenommen haben. (",0
189205,Wollen Sie sie wieder zurücknehmen? Wie wollen Sie die Renten bezahlen?,GRÜNE,Bärbel Höhn,CDU/CSU,Franz Obermeier,4/10/2008,86818,terbinden. Dann haben wir bei der Strompreisgestaltung als dritten großen Block den staatlich induzierten Teil. Fangen wir einmal mit der Ökosteuer an. Die Ökosteuer macht beim Endverbraucher immerhin 5 bis 6 Cent pro Kilowattstunde Strom aus. Wer hat denn die Ökosteuer eingeführt? Das waren Sie.  (,0
267782,"Ja, weil es ein guter  ist!",FDP,Gabriele Molitor,DIE LINKE,Dr. Ilja Seifert,2/21/2013,119207,"ie Hälfte. Vom gesetzlichen Gründungsanspruch der Fachdienste ist die  heutige Situation jedenfalls weiter entfernt denn je – so  heißt es im Jahresbericht der Integrationsfachdienste. Nun – das verwundert mich wirklich – stimmen die  Kollegen der Oppositionsfraktionen dem Antrag der Koalition zu, (",2
360437,So ein Schwachsinn!,AfD,Dr. Alexander Gauland,SPD,Achim Post,11/27/2019,162571,des Abendlandes. (Dr. Alexander Gauland [AfD]: Ich kann Sie ja nicht immer belehren!) Zum Glück ist auf Frau Weidel Verlass; sie hat sich vorgearbeitet vom Marktradikalismus zum Rechtsradikalismus und ist damit bei ihrem Markenkern angelangt. (Beifall bei der SPD sowie bei Abgeordneten der LINKEN – ,1
326330,Das wird Ihnen alles nichts helfen!,GRÜNE,Dr. Anton Hofreiter,AfD,Dr. Marc Jongen,2/23/2018,147306,"en, aber nie ein Rassismus gegen Deutsche. (Beifall bei der AfD – Matthias W. Birkwald [DIE LINKE]: Heul doch!) Solange Sie einen solchen faulen, weil halbierten Rassismusbegriff kultivieren, kommen Sie nicht einmal in die Nähe des Verständnisses dessen, was in diesem Land wirklich im Argen liegt. (",0
251329,Hatten Sie einen  Abgeordnetenausweis dabei oder nicht?,CDU/CSU,Ruprecht Polenz,DIE LINKE,Ingrid Remmers,3/8/2012,112387,"unkt innerhalb von einer Minute hätte nachweisen können. Darüber hinaus möchte ich feststellen, dass während des gesamten Samstags an keiner Stelle meine Identität infrage gestellt wurde. Meine Identität ist erst im Nachhinein infrage gestellt worden, als klar war, was man sich hier geleistet hat. (",0
87435,Gut!,SPD,<unknown>,CDU/CSU,Heinrich-Wilhelm Ronsöhr,11/30/2000,50514,r Beschluss hätte kein Vertrauen in den 13430 Verbraucherschutz in Deutschland geschaffen und hätte auch nicht das Vertrauen der Rinder haltenden Landwirte und Rindfleisch produzierenden Betriebe in unsere Politik gestärkt. Wir haben uns auf diese Vorgehensweise in konstruktiver Weise eingelassen.  ,2
60415,Den Arzt fragen!,SPD,Walter Kolbow,CDU/CSU,Paul Breuer,4/24/1998,39268," vornimmt und zu dem Ergebnis kommt, daß  der Gesundheitszustand insgesamt intakt ist oder  daß er insgesamt besorgniserregend ist: Wie bewerten Sie es, daß die unterschiedliche Begrifflichkeit,  die hier verwandt wird, zu völlig anderen Ergebnissen und zu einer völlig anderen Wahrnehmung  führt?  (",0
32059,Alles erreicht!,SPD,Dietmar Schütz,CDU/CSU,Dr. Klaus W. Lippold,6/23/1994,20335,"r  Klimaschutzproblematik, der Zerstörung der Ozonschicht, der Frage nicht nur der tropischen Regenwälder, denen wir in der Vergangenheit viel Aufmerksamkeit geschenkt haben, sondern auch der Wälder  der nördlichen Hemisphäre.  Wir haben auch in der CO2-Diskussion, was den  Klimaschutz angeht — —  (",2
133343,Das ist ein Widerspruch in sich!,SPD,Jörg Tauss,CDU/CSU,Vera Lengsfeld,12/12/2003,64413,"ber sicher fühle ich mich diesem Beschluss verpflichtet. Deshalb habe ich ja auch diese Gesamtkonzeption angemahnt und gemeint, dass es gerade nicht im Sinne dieses Beschlusses ist, wenn jetzt, ohne über eine Gesamtkonzeption debattiert zu haben, die Errichtung einzelner Denkmale beschlossen wird. (",0
116100,Sagen Sie die Wahrheit!,CDU/CSU,Volker Kauder,SPD,Hans Eichel,12/3/2002,59304,"ll bei der SPD sowie bei Abgeordneten des GRÜNE – Volker Kauder [CDU/CSU]: Sie haben allen Grund, von Falschmünzerei zu reden!) Bundesminister Hans Eichel Auch wenn die Ausgangslage schwieriger geworden ist, bleibt es dabei: 2006 wird es einen ausgeglichenen gesamtstaatlichen Bundeshaushalt geben. (",0
62599,Leider!,SPD,rid Matthäus-Maier,SPD,Karl Diller,9/2/1998,40420,"ilschen darum, ob im August knapp über oder knapp  unter 4 Millionen Menschen arbeitslos waren. Was  zählt, ist, daß durch Ihr Versagen in diesem Jahr  4,3 Millionen Mitbürgerinnen und Mitbürger ohne  Arbeit und über 3 Millionen Menschen Sozialhilfeempfänger sein werden.  (Beifall bei der SPD - Ing ",0
319782,Beste Außenpolitik!,DIE LINKE,Jörn Wunderlich,CDU/CSU,Katrin Albsteiger,3/31/2017,143913,"von jungen Menschen, von Jugendlichen in Europa anderes als das tatsächliche Zusammenwachsen Europas, (Jörn Wunderlich [DIE LINKE]: Beste Friedenspolitik!) in dem Grenzen sowie sprachliche und kulturelle Unterschiede überwunden werden und in dem Nachbarn von Fremden tatsächlich zu Freunden werden? (",2
400771,CO2,AfD,Kay Gottschalk,SPD,Andreas Mehltretter,6/23/2022,184095,"n wir in einem rasanten Tempo Anlandemöglichkeiten für Flüssiggas und füllen unsere Speicher. Meine Damen und Herren, wenn wir über zu hohe Preise reden, müssen wir auch darüber reden, wo im Moment die Preise hochgetrieben werden, um möglichst großen Profit aus der aktuellen Situation zu schlagen. (",0
265579,"Sie bekommen weniger, verdienen tun sie das Gleiche!",DIE LINKE,Matthias W. Birkwald,GRÜNE,Dr. Wolfgang Strengmann-Kuhn,12/14/2012,118323,"(Beifall beim GRÜNE,  bei der SPD und der LINKEN) Wenn man etwas gegen Altersarmut machen will,  dann muss man in erster Linie bei den Ursachen ansetzen. Es gibt drei wichtige Ursachen, warum Frauen in  der Altersarmut landen. Die erste Ursache ist: Frauen verdienen immer noch  weniger als Männer. (",0
45887,Ist das Ihre ehrliche  Überzeugung?,SPD,Dr. Peter Struck,FDP,Dr. Klaus Kinkel,6/14/1996,29859," der gemeinsamen Erklärung  finden, mit der wir über den Nachbarschaftsvertrag  von 1992 hinaus die Schatten der Vergangenheit verscheuchen und Versöhnung erreichen wollen.  Ich finde jedenfalls, daß die Äußerungen des Kollegen Waigel in diesem Zusammenhang keinerlei Anlaß zu Aufgeregtheit geben.  (",0
296290,"Warum wohl? Da war doch was, Frau Steinbach! Können Sie sich erinnern?",GRÜNE,Dr. Frithjof Schmidt,CDU/CSU,Erika Steinbach,6/18/2015,132932,"und Kollegen, wir haben einen so guten Gesetzentwurf gemacht, dass die Fraktion der Grünen und die Fraktion der Linken gemeinschaftlich einen eigenen Gesetzentwurf gemacht haben, der Wort für Wort, Satz für Satz, Komma für Komma, Punkt für Punkt von unserem Gesetzentwurf abgeschrieben worden ist.  (",0
14310,Die erheb,CDU/CSU,Siegfried Hornung,CDU/CSU,von Hammerstein,10/14/1992,8331,"ventionen der EG — auch  das ist dort gesagt worden — sind auf das unbedingt  notwendige Maß zurückzuführen. Diese letzte Maßnahme, liebe SPD-Fraktion, akzeptiere ich voll und  ganz, allerdings nur dann, wenn die Amerikaner  bereit sind, die Subventionen in der Landwirtschaft  Amerikas abzubauen,  (",0
108859,Doch!,CDU/CSU,Friedrich Merz,CDU/CSU,Dr. Norbert Röttgen,4/19/2002,57270,"ss die Wahrheit ans Licht kommt, steht politisch, moralisch und rechtlich auf der gleichen Stufe und ist in gleicher Weise verwerflich. Das müssen Sie sich vor Augen halten. (Lothar Mark [SPD]: Ihre 20 bis 100 Millionen sind immer noch im Dunkeln!) – Ich weiß gar nicht, warum Sie sich so aufregen; (",0
458817,Jetzt fangen Sie wieder mit der 16,GRÜNE,Lamya Kaddor,AfD,Dr. Götz Frömming,4/12/2024,202191,"en nichts. (Lamya Kaddor [GRÜNE]: So ein Blödsinn!) Und natürlich kommt auch nicht die Polizei in die Schule,  um diese Schüler abzuführen. Die kommt nur, wenn eine  Schülerin ohne Migrationshintergrund Sympathien zur  AfD erkennen lässt. (Beifall bei der AfD – Zuruf der Abg. Lisa  Badum [GRÜNE] –  ",0
1486,Voriges Jahr  schon!,CDU/CSU,Klaus Rose,SPD,Ingrid Matthäus-Maier,6/5/1991,1150,"en geweckt und genährt hat. Diesen Kardinalfehler hat die Grundwertekommission der SPD vor  zwei Wochen recht überzeugend so beschrieben:  (Lachen bei der CDU/CSU) Wir Sozialdemokraten tadeln die Bundesregierung nicht für das Tempo der deutschen Einigung,  (Volker Rühe [CDU/CSU]: Nicht mehr! — Dr.  ",0
11349,"Doch, z. B. gegenüber  Chile!",SPD,Dr. Uwe Holtz,DIE LINKE,Dr. Gregor Gysi,6/3/1992,6705,"en Demokratisierungsprozeß. Im Gegenteil,  sie versetzen ein Land in eine Art permanenten  Ausnahmezustand.  Wirklich grobe Menschenrechtsverletzungen z. B.  in sehr reaktionären lateinamerikanischen Regimen  haben noch nie zu Blockadeentscheidungen der USA  oder auch der Bundesregierung geführt.  (",0
35684," Aber diese 7,5 Milliarden können es ruhig  sein?",SPD,<unknown>,FDP,Dr. Rainer Ortleb,3/16/1995,22865,"Es ist mir nicht entgangen. Die Luft, großzügige Programme, wie Sie sie fordern, außerhalb der Möglichkeiten der Wirtschaft zu  schaffen, ist allerdings weiß Gott nicht drin.  (Beifall bei der FDP -",0
130823,Herr Merz ist ein Abschreiber!,SPD,Peter Dreßen,FDP,Dr. Günter Rexrodt,11/25/2003,63882,"rdings wird sie auch von der CDU, von Herrn Merz, vorgestellt. (Beifall bei Abgeordneten der CDU/CSU – Dietrich Austermann [CDU/CSU]: Eine bessere!) Im Übrigen ist in der Politik – anders als in der Schule – das Abschreiben erlaubt. Deshalb sind wir froh und machen weiter so. (Beifall bei der FDP – ",0
263327,Das stimmt nicht  ganz!,SPD,Klaus Hagemann,FDP,Dr. Martin Neumann,11/22/2012,117399,"sere Koalition kann ich sagen: Wir stecken uns nicht nur Ziele, sondern wir setzen diese Ziele  auch tatsächlich um. (René Röspel [SPD]: Das ist die Lissabon- Strategie!) Im Moment liegen der Anteil für Bildung bei 7 Prozent und der Anteil für Forschung bei 2,8 Prozent des  Bruttoinlandsproduktes. (",0
2253,"Ach, das, was Herr Wei ser gesagt hat?",SPD,Horst Sielaff,FDP,Günther Bredehorn,6/12/1991,1498,Das war unqualifiziert.  Das habe ich doch gerade gesagt.  (,0
72184,Wir bringen die Gesetzentwürfe! Der Bundesrat bringt die Gesetzentwürfe! Wer macht denn das alles?,CDU/CSU,Norbert Geis,SPD,Dr. Herta Däubler-Gmelin,10/7/1999,44692,"ssion amüsierte mich eines ganz besonders, nämlich daß ausgerechnet eine Opposition, die 16 Jahre lang an der Regierung war, ihre Rolle als Opposition nach noch nicht einmal 12 Monaten schon so gut gelernt hat, daß sie der Regierung bereits Untätigkeit vorwirft. (Beifall bei der SPD und dem GRÜNE – ",0
275865,Ja!,GRÜNE,Beate Müler-Gemmeke,FDP,Hans-Michael Goldmann,6/27/2013,122915,"er habe ich Fleischer unterrichtet. Diese Fleischer  haben sehr schnel Arbeit gefunden und wurden gut bezahlt. (Beate Müler-Gemmeke [GRÜNE]: Ist das heute auch noch so?)– Hören Sie einmal zu. Ich weiß nicht, ob Sie auch schon  einmal in einem Schlachthof waren bzw. Beziehungen  dazu haben wie ich. (",2
383313,Wer hat es in Hamburg gemacht?,SPD,Gabriele Katzmarek,CDU/CSU,Thorsten Frei,2/24/2021,174225,"n die Länder diese Möglichkeiten und diese Zeit genutzt? In den letzten zwölf Jahren sind in Hamburg immerhin 28 500 Sozialwohnungen gebaut worden, in Berlin im gleichen Zeitraum 12 900; das ist im Hinblick auf die Größe der Städte nicht einmal ein Drittel dessen, was in Hamburg gebaut worden ist. (",0
455182,Selbst Ihre eigene Fraktion schmeißt sich weg!,AfD,Dr. Götz Frömming,SPD,Helge Lindh,2/23/2024,201007,"stimmung. (Dr. Götz Frömming [AfD]: Zu welchem Thema reden Sie?) Wenn ich sie dann zurechtweise, dann kontert sie und sagt: Meinungsfreiheit! Und ich schreie zurück: Nein, Extremismus! Du bist ein Fall für den Verfassungsschutz, aber nicht, solange dieser freche Bengel Haldenwang da das Sagen hat. (",0
41615,Es gibt doch einen  Vorschlag!,SPD,Ottmar Schreiner,CDU/CSU,Dr. Maria Böhmer,11/23/1995,26646,"rad Gilges [SPD]: Vollkommen richtig!)  - Richtig. An dieser Stelle sind wir uns einig.  (Konrad Gilges [SPD]: Ja!)  Aber warum kommen Sie denn hier mit einem solchen Vorschlag? Wissen Sie denn nicht, was Sie auf  der einen Seite verlangen und was Sie auf der anderen Seite umgesetzt haben wollen?  (",0
12621,Ungeheuerlich!,SPD,<unknown>,SPD,Dr. Uwe Küster,6/26/1992,7463,ffentlichen Verwaltung nach dem  Einigungsvertrag heute im Schnellverfahren beschließen lassen. Ohne Aussprache und damit weitgehend unbemerkt von der Öffentlichkeit sollte der  Gesetzentwurf unmittelbar vor der Sommerpause im  Dunkeln und heimlich über die parlamentarische  Bühne gebracht werden.  ,1
190314,Die ihr belastet habt!,FDP,Martin Zeil,CDU/CSU,Laurenz Meyer,5/8/2008,87446,"äge der CSU zur Steuerpolitik. Beides hat endlich zu einer Diskussionslage geführt, in der wir uns mit denen beschäftigen, die unsere Wirtschaft wirklich tragen: diejenigen, die keine Transferleistungen, kein BAföG, kein Wohngeld, mehr bekommen, die Facharbeiter, die Angestellten, die Handwerker.  (",0
38878,Wollen Sie die Bun desrepublik auf den DDR,SPD,Dr. Uwe Küster,FDP,Ulrich Heinrich,9/7/1995,24879,"ten Sie sich bitte bereiterklären, dem Hohen Hause  darzustellen, wie die Lohnfortzahlung früher in der  DDR war? Könnten Sie, bevor Sie sich hier so aufregen und sich in dieser Art und Weise parlamentarisch aufführen, uns vielleicht einmal sagen, wie Ihre  Leitgedanken früherer Geschichte waren?  (",0
163333,Das war ein Plädoyer für extensive Landwirtschaft!,SPD,Ulrich Kelber,FDP,Ulrike Flach,3/28/2006,74697,"werpunkt sieht die FDP genauso. Hierbei erwarten wir, dass Sie in den nächsten Jahren wirkliche Akzente setzen. Lassen Sie die alten trittinschen Pflänzchen bitte im Garten. Pflegen Sie sie nicht mehr, zumindest nicht hier in Berlin. Dafür wären wir Ihnen dankbar. Ulrike Flach(Beifall bei der FDP – ",0
208220,Was ist Ihr Vorschlag?,GRÜNE,Brigitte Pothmer,CDU/CSU,Thomas Dörflinger,12/17/2009,96227,"re der Eckpunkte aus dem BMAS. Der Gesetzentwurf, den uns die SPD-Bundestagsfraktion vorgelegt hat, ist keine tragfähige Grundlage für die Zukunft. Herzlichen Dank. (Beifall bei der CDU/CSU und der FDP – Hubertus Heil [Peine] [SPD]: Wo ist denn Ihr Gesetzentwurf? Sie haben ja nicht mal Eckpunkte! – ",0
299078,Jawohl!,SPD,Dagmar Ziegler,CDU/CSU,Sven Volmering,10/2/2015,134273,"h sehr viel Kompetenz und sehr großes Engagement. Aber die Auswirkungen der notwendigen Maßnahmen haben auch viele Berührungspunkte mit der Familien-, der Integrations- und der Arbeitsmarktpolitik. Alphabetisierung und Grundbildung sind eine Querschnittsaufgabe für alle gesellschaftlichen Akteure: (",2
70875,Frage!,CDU/CSU,Manfred Kolbe,SPD,Walter Hoffmann,9/15/1999,44203,"Frau Kollegin Schwaetzer, Sie kennen doch, so vermute ich, die Systematik dieses Programms. Sie wissen, daß es elf Maßnahmearten gibt, die in der Tat zeitlich gestaffelt sind. Es gibt kurz-, mittel- und längerfristige Maßnahmen, immer bezogen auf die jeweiligen Zielgruppen. (",0
408942,Da kommt ja nichts!,GRÜNE,Laura Kraft,FDP,Ria Schröder,10/19/2022,186767,dlage und ein unbürokratisches Verfahren zur Auszahlung schafft. Das ist gar nicht trivial. Ich habe mich deswegen wirklich auf die Anträge der Opposition gefreut. Sie als Union haben ja auch viel Erfahrung im Haus. Ich war wirklich ganz gespannt auf Ihre Vorschläge für die Auszahlungsmodalitäten. (,0
321545,In welcher Gewerkschaft sind Sie denn?,DIE LINKE,Matthias W. Birkwald,CDU/CSU,Peter Weiß,6/1/2017,144707,"nicht kaputtmachen. Sie hat ihre Berechtigung und eine Zukunftschance. Aber wir wollen ein neues Modell zulassen und vertrauen darauf, dass verantwortungsbewusste Verhandler bei Gesprächen über Tarifverträge das machen, was ihren Arbeitnehmerinnen und Arbeitnehmern nutzt – und nicht das Gegenteil. (",0
339242,Sie haben aber eigentlich auch nur drei!,FDP,Otto Fricke,GRÜNE,Dr. Julia Verlinden,11/9/2018,153225,"erhin vorenthalten? Hier sind ganz dringend Reformen nötig. Wir wollen die großen Potenziale für Sonnenstrom auf bisher ungenutzten Dächern endlich ausschöpfen. Liebe Kolleginnen und Kollegen von der GroKo, es ist schon krass, dass Sie für diesen Tagesordnungspunkt nur 27 Minuten eingeplant haben; (",0
287219,Warum wohl?,SPD,Gabriele Hiller-Ohm,CDU/CSU,Dr. Matthias Zimmer,11/13/2014,128725,"it – Brigitte Pothmer [GRÜNE]: Das war lange nicht der Fall!)  Aber darf ich in diesem Zusammenhang noch einmal fragen, ob ich richtig informiert bin – oder richtig gelesen habe –, dass in dem Eckpunktepapier, das die Ministerin vorgelegt hat, der Passiv-Aktiv-Tausch mit keinem Wort erwähnt wird?  (",0
91542,Berlin!,SPD,Ingrid Holzhüter,CDU/CSU,Michael Stübgen,3/8/2001,52024,"wird. Es geht darum, dass die Kommission beauftragt worden ist, ein Grenzlandförderprogramm bzw. ein Aktionsprogramm zur Grenzlandförderung vorzuschlagen. Jeder, der sich mit der besonderen Problematik unserer Grenzregionen – im Wesentlichen in Mecklenburg- Vorpommern, Sachsen und Bayern gelegen – (",0
95302,So ein Unsinn!,GRÜNE,Christine Scheel,FDP,Ina Lenke,6/1/2001,53439,"inmal etwas sagen: In Hamburg hat eine Sozialhilfeempfängerin monatlich 75 DM für einen Kindergartenplatz zu bezahlen. Eine Familie, in der die Frau wieder arbeiten gehen will, hat bis zu 750 DM im Monat zu bezahlen. Aber Sie fahren noch immer die Neidkampagne, dass die Steuerentlastung höher sei. (",1
76062,Was war denn in Noordwijk!,SPD,Dr. Norbert Wieczorek,CDU/CSU,Dr. Wolfgang Schäuble,12/16/1999,46047,"chaft Europa einzubauen – auf diesem Weg voranzugehen ist das Wichtigste, was wir in das kommende Jahrhundert mitnehmen. Aber dafür muß man tiefere Furchen pflügen, als Sie es in Helsinki getan haben und als es in Ihrer Regierungserklärung zum Ausdruck kam. (Lachen des Abg. Dr. Peter Struck [SPD] – ",0
324778,Genau!,CDU/CSU,Volker Kauder,GRÜNE,Britta Haßelmann,1/19/2018,146443,"Mein Gott! Thema!) dass zehn Abgeordnete der AfD bei dieser so wichtigen Wahl ihre Stimme nicht abgegeben haben, und Sie waren einer von denen. Deshalb möchte ich Sie gern fragen: Wenn das so bedeutend war, warum waren Sie eigentlich nicht da? (Beifall beim GRÜNE sowie bei Abgeordneten der LINKEN – ",2
213888,"Ich hatte schon Angst, Sie vergessen uns!",GRÜNE,Wolfgang Wieland,FDP,Gisela Piltz,3/18/2010,97844,"h könnte jetzt unfairerweise den Rest meiner Rede auf Ihre Kosten halten. Aber da ich Ihnen ersparen möchte, noch 3 Minuten und 53 Sekunden zu stehen, verspreche ich Ihnen schon jetzt, dass Sie gleich erfahren, was wir wollen. Damit ist, wie ich glaube, die Frage beantwortet. Herr Kollege Wieland, (",0
51270,Wer denn  sonst?,CDU/CSU,Dr. Albert Probst,GRÜNE,Joseph Fischer,2/27/1997,33935,"e spät  angekündigt und mußte zusätzlich auf die Tagesordnung aufgesetzt werden. Die Regierung hat dazu  heute gewichtige, sachliche Gründe vorgetragen.  (Michael Müller [Düsseldorf] [SPD]: Wahl kampf!)  Aber es fügt sich, daß ausgerechnet der Bundesinnenminister diese Regierungserklärung abgibt.  (",0
360111,Umwelt tötet auch! Eigentlich tötet alles!,AfD,Stephan Brandner,DIE LINKE,Ralph Lenkert,11/26/2019,162517,"gseinsätze. Es wird Sie nicht überraschen, dass wir als Linke Aufrüstung und Krieg ablehnen. (Beifall bei der LINKEN) Und bevor Sie fragen, was das mit dem Umweltetat zu tun hat: viel, sehr viel. (Dr. Gesine Lötzsch [DIE LINKE]: Richtig, sehr viel! Genau!) Kriege töten, zerstören Städte und Natur. (",0
21837,Die SPD blockiert  immer noch!,CDU/CSU,<unknown>,FDP,Ulrich Heinrich,6/23/1993,13421,"h im energetischen Bereich muß jetzt ein  klares politisches Signal zum Einstieg kommen, Herr  Minister Borchert!  (Beifall bei der FDP sowie bei Abgeordne ten der CDU/CSU und bei der SPD)  Da reine Pflanzenöle trotz Steuerfreiheit den Weg in  den Treibstoffmarkt auf Grund besonderer Anforderungen  ",0
228522,Aber die FDP sieht das anders!,GRÜNE,Memet Kilic,CDU/CSU,Dr. Patrick Sensburg,12/16/2010,103096,"icht gar grenzwertig, und sicherheitspolitisch verantwortungslos. (Beifall bei der CDU/CSU sowie bei Abgeordneten der FDP – Dr. Konstantin von Notz [GRÜNE]: Oi, oi, oi!) Herr Kollege von Notz, damit erübrigt sich auch die Frage nach unserer Position, die Sie ja eben noch an die SPD gestellt haben. (",0
115078,Das ist genau der Punkt! Sehr wahr!,CDU/CSU,Eduard Oswald,FDP,Joachim Günther,11/7/2002,59049,"en Wohnungsmarkt, einen Wohnungsmarkt, in den weiter investiert wird, und zwar in den Neubau und vor allem auch in den Bestand. Wenn in diesem Bereich Investoren einmal verunsichert sind und Eigentümer aufgrund finanzieller Rahmenbedingungen nicht mehr in die Werterhaltung der Gebäude investieren, (",2
162731,Wir schauen uns die Evaluation an!,FDP,Dr. Heinrich L. Kolb,CDU/CSU,Dr. Ralf Brauksiepe,3/16/2006,74485,"doch einmal im Arbeitgeberlager nach, ob die einen solchen bürokratischen Aufwand wollen. Man muss doch einen vernünftigen Mittelweg gehen und zusätzliche Bürokratie, wo sie vermeidbar ist, wirklich vermeiden. Das tun wir mit diesem Gesetz.  (Beifall bei der CDU/CSU sowie bei Abgeordneten der SPD – ",0
224075,Wahrlich  schade!,CDU/CSU,Ernst Hinsken,CDU/CSU,Rita Pawelski,10/8/2010,101514,"ein Vorzeigebeispiel dafür, wie Kultur und Tourismus Hand in Hand gehen können. Die Zahl solcher Beispiele nimmt erfreulicherweise deutschlandweit zu. Aber leider ist das noch immer die Ausnahme. Es gibt nach wie vor Berührungsängste im Verhältnis von Kultur zu Tourismus. Es mangelt an Vernetzung. (",0
236251,Ich bin fassungslos!,CDU/CSU,Karl Schiewerling,DIE LINKE,Sabine Zimmermann,5/13/2011,106207," Geschichte der Bundesrepublik. Leider ist die Realität eine andere; denn die Sozialpartner sind zunehmend nicht mehr in der Lage, eine flächendeckende Tarifbindung herzustellen. – Herr Schiewerling, Sie schauen mich so an. Ich denke, dass Sie sich auch bei Gewerkschaften sachkundig gemacht haben. (",1
59330,Na  toll!,SPD,<unknown>,CDU/CSU,Manfred Kanther,3/26/1998,38723,"den, so hoffe ich, keine ressorteigenen Druckereien mehr in  Berlin unterhalten, weil die Aufgaben kostengünstiger an Private abgegeben werden können; gleiches  gilt für den ärztlichen Dienst, die Gebäudebewirtschaftung, die Fahrbereitschaft.  (Beifall des Abg. Dr. Wolfgang Weng [Ger-lingen] [FDP] -",1
262272,§ 16 e lässt das doch jetzt nicht zu!,GRÜNE,Brigitte Pothmer,FDP,Johannes Vogel,11/9/2012,117093,"gebungsverfahren zu den arbeitsmarktpolitischen Instrumenten  hat dazu geführt, dass – übrigens auf Initiative der Koalitionsfraktionen, von dem Kollegen Zimmer und mir –  § 16 e SGB II erhalten und so ausgestaltet wurde, dass er  für eine echte Integration in den ersten Arbeitsmarkt geeignet ist. (",0
